repo_name,all_commit,one_file,c_language,is_opt_keyword,has_file,has_file_with_func,one_func,one_func_deduplicate,is_opt_llm,is_opt_final
Nauz-File-Detector,9901,9112,26,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nav3D,48,17,9,2,2,2,2,2,2,0
NavGrid,305,122,86,1,1,1,1,1,1,0
NavilIME,42,15,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Navio2,270,146,58,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NazaraEngine,7699,2942,1954,122,122,122,60,60,60,13
NbInjection,4,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NcEngine,1636,258,149,3,3,3,0,文件不存在,文件不存在,文件不存在
Ncnn_FaceTrack,34,20,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nday-Exploit-Plan,330,298,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NdkBootPicker,101,72,58,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Ndless,556,297,117,4,4,4,1,1,1,0
Ne10,282,91,30,3,3,3,0,文件不存在,文件不存在,文件不存在
NeRF-Editing,8,5,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeRF-Texture,16,12,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeVehicleLicensePlateRecognition,7,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nebula,357,71,27,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeetCode-Solutions,153,47,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeighborlyPolyhedra,3,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NekoInk,39,7,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NemaTode,26,16,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeoAlgo,7521,3688,1024,39,28,28,0,文件不存在,文件不存在,文件不存在
NeoGB-Printer,448,338,10,3,3,3,2,2,2,1
NeoGPS,359,227,52,2,2,2,0,文件不存在,文件不存在,文件不存在
NeoPixelBus,443,153,101,2,2,2,0,文件不存在,0,0
NeoSWSerial,42,26,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Neobox,457,120,54,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeptuneOS,651,207,152,1,1,1,0,文件不存在,文件不存在,文件不存在
NerdMiner_v2,467,204,84,3,2,2,0,文件不存在,文件不存在,文件不存在
NesUEFI,39,22,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NestFuzz,22,13,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Net-ISP-Balance,185,78,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetAssistant,7,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetCore_YOYOFx,191,45,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetDebugger,30,12,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetDisk,4,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetDynamics,67,67,30,1,1,1,0,文件不存在,文件不存在,文件不存在
NetHack,17631,8701,5758,106,106,106,23,20,20,2
NetHack-Android,9184,4334,2804,45,45,45,3,文件不存在,0,0
NetSMF,19,12,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetStream,88,62,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetToolbox,65,12,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetUser,15,14,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Netch-Rules,161,134,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeteaseUnpackTools,8,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Netgotchi,83,66,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetworkDisk,29,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetworkManager,33821,17516,13344,443,443,443,219,219,219,28
NetworkManager-l2tp,687,437,190,3,3,3,3,3,3,0
NetworkManager-ssh,275,140,45,1,1,1,0,文件不存在,文件不存在,文件不存在
NetworkProgramming,20,8,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetworkServiceExploit,5,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NetworkSynchronizer,498,165,149,14,14,14,2,2,2,0
Neural-Network,7,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeuralAmpModelerCore,82,26,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeuralAmpModelerPlugin,274,111,45,4,4,4,2,2,2,1
NeuralNetwork,13,9,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeuralNote,204,48,18,1,1,1,1,1,1,0
NeuralPi,143,82,14,1,1,1,1,1,1,0
NeuralResonatorVST,208,78,13,1,1,1,0,文件不存在,文件不存在,文件不存在
Neural_Wavetable_Synthesizer,73,42,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NeutronStarLite,343,145,84,1,1,1,0,文件不存在,文件不存在,文件不存在
NevolutionX,213,100,62,1,1,1,0,文件不存在,文件不存在,文件不存在
NewBingClient,8,5,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NewModernWinver,24,10,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NewerSMBW,31,20,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NextDenovo,111,67,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NextPolish,68,53,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nextor,290,101,16,1,1,1,0,文件不存在,文件不存在,文件不存在
Nezha,188,62,3,1,1,1,1,1,1,1
Nginx-with-GmSSLv3,49,32,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NiagaraUIRenderer,75,38,20,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nice2Predict,131,43,29,4,4,4,1,1,1,0
NickelClock,59,33,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NickelMenu,228,140,56,3,3,3,0,文件不存在,文件不存在,文件不存在
Nidhogg,190,98,57,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Niflheim,77,15,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NightSkyEngine,264,62,22,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NimBLE-Arduino,588,204,161,1,1,1,1,1,1,1
NimShellCodeLoader,11,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Ninja_UUID_Runner,73,68,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Ninjasploit,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Ninslash,511,136,93,3,3,3,1,1,1,0
NintendoExtensionCtrl,466,207,110,4,4,4,4,4,4,3
NintendoSwitchControlLibrary,68,34,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NintendoSwitchPkg,69,26,9,1,1,1,1,1,1,1
Nintendo_Switch_Reverse_Engineering,273,209,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nintendont,927,263,176,23,23,23,6,6,6,2
Nissan-LEAF-Battery-Upgrade,55,33,10,3,3,3,1,1,1,0
NiuTensor,36,24,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NiuTrans.NMT,50,20,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NiuTrans.SMT,31,28,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NmraDcc,131,67,38,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
No-Consolation,37,7,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
No-Reference-Image-Quality-Assessment-using-BRISQUE-Model,12,10,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoArgs,7,6,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoCol,29,20,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoDRM,32,16,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoFilter,4,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoMoreBugCheck,10,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoNameOS,119,14,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoNpDrm,19,16,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoPatchGuardCallback,25,19,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoPsmDrm,19,15,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoPspEmuDrm,43,27,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoRunPI,13,11,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoScreen,14,10,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoSteamWebHelper,89,65,28,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoTouchID,16,8,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoTouchScreenFirmware,51,20,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoVmp,44,30,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
No_X_BOF,116,88,33,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoahGameFrame,4958,1792,1062,20,20,20,8,8,8,1
Nobelium-PdfDLRunAesShellcode,19,16,1,0,0,0,0,文件不存在,0,0
Nodate,625,334,218,2,2,2,1,1,1,0
NodeJs-Unreal,170,92,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NodeMCU-Arduino-Pixel-Driver,226,159,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NodeManager,210,26,12,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NodeRT,192,97,17,1,1,1,0,文件不存在,文件不存在,文件不存在
NodeSSPI,193,132,49,1,1,1,0,文件不存在,文件不存在,文件不存在
NoirVisor,151,5,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NonEuclidean,8,5,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NonLinLoc,81,34,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nonrigid-ICP-Pytorch,8,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NonuniformBlur,243,22,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NooDS,560,172,137,12,12,12,4,4,4,3
NoobBoy,83,21,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoodlesPlate,191,118,3,1,1,1,0,文件不存在,文件不存在,文件不存在
NootRX,263,144,89,1,1,1,0,文件不存在,文件不存在,文件不存在
NootedRed,266,132,74,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nordic-Thingy52-FW,36,22,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NormalPainter,537,88,24,2,2,2,1,1,1,1
NormalTextureProcessor,51,32,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NormalmapGenerator,93,43,14,1,1,1,1,1,1,1
NorthstarLauncher,705,359,270,9,9,9,1,1,1,0
NostalgiaLite,36,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nosub,63,61,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Note,30,21,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NoteBook,768,378,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Notepad2e,1355,562,313,12,12,12,5,5,5,0
Notepad3,11234,3227,1130,30,30,30,12,12,12,5
NotepadFree,4876,2402,1087,78,78,78,49,1,1,0
NotepadNext,860,381,151,1,1,1,1,1,1,1
Notes-HighPerformanceLinuxServerProgramming,14,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nougat_dlfunctions,11,10,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NovaBug,6,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NovaOS,273,232,141,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NovelRT,3275,1313,738,2,2,2,0,文件不存在,文件不存在,文件不存在
Nozomi,239,97,91,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NppAStyle,14,1,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NppFTP,304,172,65,3,3,3,1,1,1,0
NsisDotNetChecker,65,34,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtCall64,26,11,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtCreateUserProcess,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtDOOM,20,15,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtLua,21,11,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtPhp,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtRays,68,49,31,4,4,4,1,1,1,1
NtRemoteLoad,4,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtSocket_NtClient_NtServer,65,42,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NtTrace,78,23,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
